clean_tweet,emotion,label
feel impatient sometimes feel thankful god gave time moulding heart,angry,0
feel like never graceful beautiful thought based opinion,happy,3
im sure theyre right feel triumphant certainly got lot comfort way argument went,happy,3
feel listless gloominess,sad,4
feel terrific,happy,3
completed feeling invigorated sluggish ffviii,happy,3
learned feel lonely party like plan however dont stuff feeling food liquor shopping,sad,4
feel one divine intelligence life see creative expression everywhere,happy,3
feel cant disturbed lift upon hold anymore seems dont know vital,sad,4
feel like missed lot important information would helped understand art better,sad,4
feel honored amazing son celebrate,happy,3
im feeling restless today,fear,2
mentioned previously two month feeling hopeful positive thought might able forgive,happy,3
imagine daily life would look like hardly material possession name feel peaceful probably away everything find right balance,happy,3
noticed feeling victimized resentful fearful ripped crazy body reacted sensation tension chaos,sad,4
feel bit energized today le grouchy,angry,0
help think must feeling loss jon talented advanced horse coupled joy new baby way mixture extreme emotion,happy,3
feel aching time day,sad,4
proud become feel privileged call brother,happy,3
feel appropriately disturbed project,sad,4
feel like im taking needy person place er,sad,4
feeling hopeful excited much made new,happy,3
feel resolved ever persevere use web based technology learning despite problem mistake frustration,happy,3
managed km one go feeling really exhausted afterwards survived,sad,4
know shouldnt reacting way cant help feel terribly petty horrid way im reacting deal,angry,0
feel glad someone fine burying face crotch,happy,3
feel dumb putting much thought stupid little thing getting,sad,4
feel embarrassed though think really red faced steam emerging feel need better artist,sad,4
feeling restless irritable discontent,fear,2
thing christ give strength lovely little verse repeat im feeling little unsure something,fear,2
feel contented simple homely life,happy,3
im feeling well href http,happy,3
find feeling remarkably calm,happy,3
go snowboarding feeling apprehensive,fear,2
glad ok make feel even alone sadness,sad,4
feel like get frantic clue way turn direction life going even care,fear,2
get easiest jolt people submission electricity get feeling becoming socially acceptable version beating someone billy club,happy,3
feel superior mine,happy,3
feel sorry good thing dh abused resulting depression diagnosis generalised anxiety panic feature lost,sad,4
realise desiring substance feed feeling compound desire feed feeling realise ive abused substance since early childhood,sad,4
still feel amazed beauty diversity joie de vivre,surprise,5
love earning money grew lower middle class family feel appreciative money,happy,3
feel kinda lost posted href http jumbleupon,sad,4
even feel outraged,angry,0
apologise tank big pull feel messy,sad,4
fact feel strange,surprise,5
kind wish come thought rather feeling way lame disciple merely regurgitate eva thought,sad,4
feel connection divine strongly feel sexy,happy,3
didnt start feeling nervous friday saturday didnt feel much nervous scared respectful enormous challenge laid,fear,2
feel like broke rule lot battle day feel like nothing changed since day ago,sad,4
feel stressed,angry,0
feel like wow cool could,happy,3
feel quite content right mean nothing amazing happened stupid frenh competition im sure shit tutor dontt know feel ok,happy,3
think feel coldness compare people withstand low temperature,sad,4
refused allow feel dirty vulnerability allowed manipulated quite bit,sad,4
feel reluctant join class trip beijing,fear,2
feel tortured thought feel true,fear,2
feel adventurous willing take risk,happy,3
like feeling assaulted song matter much inspiration integrity backing blow,sad,4
began feel bit regretful,sad,4
watched horror movie involved sexual attack woman,fear,2
post english plural started act weekend wait feeling enough clever without snarky,happy,3
almost feel like trying awkward,sad,4
walked disinfected building feeling immensely dirty lost recognize,sad,4
admit feeling pretty envious commuter south african summer got tad reliable british one,angry,0
upset feeling weepy mom wanted drink mainstream caffeinated tea thought would help feel calmer relaxed,sad,4
feeling kinda discouraged stuck today proved thing didnt think could,sad,4
im sure left feeling angry unhappy also caused member staff feel angry aggressive upset hurt final say personal attack say awful individual bad attitude,angry,0
feel may vital fiction,happy,3
quickly learned moving sauna ice cold bath steam room shower feel like tortured goldilocks want nothing find middle ground hot cold,fear,2
feel drained gameplay,sad,4
feel disdain acted id wronged,angry,0
actually put forth effort stick routine though busier feel le stressed fulfilled end day better able enjoy simple moment motherhood,sad,4
feel burdened slightest touch body even still lingers upon skin,sad,4
feel sweet sound nice melody song,happy,3
proud feel hopeful realise nature asd motivated let u small glimpse ability seems toy story lego motivator moment,happy,3
feel drained even ive enjoyed,sad,4
feeling pretty cranky called garage door guy morning said scheduler wasnt husband massive heart attack weekend he okay couldnt give time repairman call come,angry,0
im feeling little beaten week im sure,sad,4
feel rich,happy,3
want wimp feeling outraged,angry,0
feel really rotten remind thankful good day,sad,4
conducted survey quite likely many feel assaulted onel demon creator would felt wall covered eminent figure patriotic hero epic deed,fear,2
used large mushroom pizza pitcher beer feel positively virtuous afterward,happy,3
feel life issue post like one met violent angry rhetoric,angry,0
want mention afternoon highly conscientious person would hate like make feel unsuccessful,sad,4
like product organic feel assured added ingredient could potentially negative effect,happy,3
ive done much reading feel like im paranoid extra stuff since one seems,fear,2
feel like day start around lunchtime kind feel awful,sad,4
feel comfortable wear,happy,3
still feeling bit unsure bit convinced still bit frustrated,fear,2
feel remorseful dao ness,sad,4
really feel like talented artist buried somewhere inside ethan,happy,3
finished work saturday got home teased half right wrong fancied roast beef roast potato full trimming feeling quite smug,happy,3
posting past event feeling like insulted,angry,0
wake every morning feel like beaten baseball bat,sad,4
know specific almost everyone else similar experience still help feel appalled,angry,0
love response get student good feeling someone obviously shy come talk even english isnt great,fear,2
start feel agitated,angry,0
didnt feel like suffering sleepless night especially terrible allergy amp amp fever,sad,4
feeling strange energy,surprise,5
im fine mary anne answered feeling little impatient,angry,0
feel anyway never afraid sea healthy respect ocean sense harmony balance,fear,2
feel suspicious cant walk way like always thing football player know ive,fear,2
feel like life movie sweet home alabama,happy,3
feeling impatient many way equally aware important learn im season,angry,0
feel fairly sure reader continue pay fiction,happy,3
feel relaxed amp light since emptied burden controlled long,happy,3
able work studio week though im feeling bit gloomy slowly thing seem progressing,sad,4
really gotten place go day two without writing begin feel anxious displaced,fear,2
feel never fear fear make fearless,happy,3
feeling appreciative tonight,happy,3
think everyone make goal feel passionate,happy,3
feel broke girlfriend,sad,4
feel like todd getting stressed tired caleb take dont want caleb feel frustration,angry,0
would veer feeling utterly terrified utterly disorientated utterly queasy,fear,2
im stuck feeling casual frumpy return office,happy,3
feel far distracted actually write anything substance,angry,0
phone one best friend day told feel successful,happy,3
feel like shouldnt blamed never forgave,sad,4
feel anxious coming event activity require physical energy may emotional event require emotional energy look parent adult take charge,fear,2
feeling slightly distressed pride resisting waiting next peregrinos walk past help,fear,2
feeling restless reason today,fear,2
im feeling really stressed work theyre piling much stuff expect creative stuff decorate make,angry,0
say im stressed feeling bitchy im slacking toilet feel constipated,angry,0
make feel submissive enough wonder strange,sad,4
care much number viewer viewer rating drama iris gained huge success began feel greedy successful,angry,0
feel heart shaky time,fear,2
feel confident saying writer film seemingly going follow classic comic story arc involving gwen stacey even doesnt happen another sequel wont ruin,happy,3
im feeling pretty freakin fab,happy,3
feel like bone broke stood still walk,sad,4
look problem heap already feeling burdened,sad,4
feeling going book little well loved orthodox,happy,3
really feel like though quite delighted brain came amazingly obvious solution asking guy life half duplex could get dsl line set wireless network,happy,3
feel playful today href http www,happy,3
six year old,fear,2
sister lost one twin son first nephew older one died week later,sad,4
always think say feel little hesitant always think say feel little hesitant posted may th admin,fear,2
know continue feel dull ache leg going forward,sad,4
im feeling quite agitated irritated amp annoyed,fear,2
feel worthless weak say want find,sad,4
forgiven anyone feel hurt,sad,4
im feeling lucky button go landing page found alternative google search engine homepage color theme depend keywords,happy,3
feel shy able talk,fear,2
feel like need shower really mellow day,happy,3
im afraid already feel slightly place cru say friend bothered reach ask thing going australia,angry,0
swear feeling teddy convinced careful always make feel special loved toy teddy,happy,3
feel like ought apologise unfortunate decline writing standard past couple week,sad,4
love feel valuable love making choice love easy make choice feel good,happy,3
id love hear thought comment please feel free leave something wonderful weekend,happy,3
feel delicious heartburn,happy,3
feel little funny discussing realness portrayal condition ive never experienced,surprise,5
im figuring lyric apology im slightly wrong feel bit fake,sad,4
seen since broke class waving go sit next get stuff talk feel really strange cheated friend really mentioned,surprise,5
feel vulnerable coming election given performance,fear,2
feel kid broke heart,sad,4
always feel awkward im alone crowd peer feel need make friend,sad,4
like phrase submissive feeling submissive,sad,4
taunted ability feeling threatened weakness frailty beneath exterior human existance lie woman wanting nothing man needing warmth masculinity,fear,2
feel kinda popular,happy,3
feel around wonderful wonderful,happy,3
feeling irate extremely uncomfortable,angry,0
look life beautiful family fact feel truly blessed ive asked god universe happened beyond imagination fathomed,happy,3
sure feel alec he either innocent like say he damn good liar,happy,3
would feel violent stab loneliness,angry,0
would feel ashamed guilty take much common,sad,4
continue succeed something someone seems unattainable feel men intimidated prolonged moment silence,fear,2
feel petty one first colleague nice thing say first asked contact investment bank arrived job,angry,0
feeling really bad guy,sad,4
struggling emotionally feeling beaten discontented,sad,4
im feeling distracted little bit flighty,angry,0
feel mad sad discouraged something marvelous lord jesus something holy word god ignites soul hope keep moving forward,angry,0
feeling disheartened turned radio hoping music would lift spirit,sad,4
hate feeling discouraged keep trying start couch k isnt going well,sad,4
would knowingly wound feeling even one may wronged would seek good make friend,angry,0
feel like every stop trying smart thing really go dream,happy,3
feel pained wistful suddenly hot tub seem like much fun anymore,sad,4
guess im feeling better,happy,3
wasnt going post anything death made feel mad shitty,angry,0
wont feel regretful,sad,4
feel like didnt really care alexis irritated even telling,angry,0
feel uptight,fear,2
still didnt feel like problem really resolved,happy,3
feel sense belonging soul people even feel isolated collective ego society,sad,4
tired feeling well morning,happy,3
suppose way feel irritated knew anything help lone cause feeling,angry,0
party wah wah wah nationalism blah yay aryan wah boo jew stupid brown hair blah blah feel appreciative even talk make cool association blah blah,happy,3
im feeling inspired wait movie,happy,3
looked sam eye tough hiding strong pent feeling tortured inside,fear,2
got home feeling exhausted discouraged,sad,4
feel appreciative worthlessness,happy,3
see area better feel discouraged condemned feel tempted turn numbing pleasure despair,sad,4
ive always able produce work despite day job suspect professional pressure might add feeling artistic foment would take quite bit get saddle,happy,3
start feeling getting overwhelmed frustrated tried open instead pushing deep slapping fake smile waiting boil,fear,2
feel pretty terrible physically today,sad,4
left feeling little disappointed since started well finished little limply,sad,4
didnt feel put half effort time well quite frankly didnt feel like pressure,happy,3
hard time focusing life walked around feeling dazed confused,surprise,5
im feeling generous two top tip,happy,3
also feeling bit bitchy way thing conversation others around,angry,0
feel little bit weird making decision without,surprise,5
feel impressed discus sin though know,surprise,5
want folk think feel superior due aspieness near genius iq,happy,3
want feel respected even thing understand,happy,3
ive learned even im feeling hopeless there still hope,sad,4
woke feeling disturbed,sad,4
need nine hour true get le even seven hour supposed norm people consider lot feel grumpy unhappy seriously unmotivated,angry,0
feel reader get confused bounce us reference earliest time period like dawn time till,fear,2
feel need tell phone call provide useful purpose annoying may,happy,3
feeling particularly lousy day might well try cheer saying yes,sad,4
really financial strait yet feel insecure,fear,2
hate hate feeling shitty time,sad,4
already feel dull atmosphere really,sad,4
also feeling need relaxed practice today,happy,3
rid many bad habit fall back feel insecure vulnerable,fear,2
id start feeling resentful lived part country sun stubbornly refuse show end september,angry,0
ive feeling weirdly superior knowledge book roundabout,happy,3
feel skeptical,fear,2
seem managed start week little bit hangover annoyingly sitting feeling groggy day,sad,4
feel change timid speak except underground murmur,fear,2
feeling like shocked rat skinner box experiment,surprise,5
feel little disheartened,sad,4
feel vaguely remorseful,sad,4
feel blessed found wonderful friend,happy,3
im feeling stressed tired flight really dont want get another one,sad,4
feel hesitant share something know experienced personally offer hope amp eternal life,fear,2
feel insulted woman,angry,0
also feeling pretty low fired four day christmas,sad,4
im guessing everyone standing feeling timid moving crowd,fear,2
make make pm make night feel triumphant beaten,happy,3
know stress past week sensory overload oh sleeping well contributing stoic type feel however rather jolly feel like icky mood,happy,3
feeling emotionally drained,sad,4
feel like legality marriage tatter thanks hateful lie messaging prop campaign,angry,0
reach feeling uncertain needing support slap upside head know provide,fear,2
feel ignored feel boredom like little sword straight chest straight chest chest chest straight chest straight chest chest chest straight chest straight,sad,4
wondered would feel bit lost got end programme time looking forward running music setting goal,sad,4
hurt feel suspicious definitely get angry,fear,2
also feel respected briton german,happy,3
feel listless time nowadays,sad,4
feel physically beaten difficult think anything else right,sad,4
ive always feeling restless dissatisfied relationship,fear,2
follower friendly blog feel free leave comment know visited,happy,3
cant help way feel around family like pair eye boring back observing time,sad,4
im sure even bothered open website let alone feature expected left feeling boring poor,sad,4
im feeling need cute little monogrammed one green mommy,happy,3
feeling discouraged,sad,4
also started taking b work charm lash getting longer thicker feel dont need coat much mascara wear fake lash much yay,sad,4
feeling bitchy cross whatever,angry,0
ive feeling needy lately,sad,4
miss feeling useful able think something professional close dubbed,happy,3
began feel bitter towards,angry,0
reporting dear soul energy feel strange today wondered somethings,fear,2
feel little hopeless sometimes,sad,4
feel like living without apendages vital organ,happy,3
feel rotten mad whole situation could thrown temper tantrum,sad,4
im feeling virtuous ill make rich tea hobnob money calorie object k,happy,3
keep going back people douche canoe need feel superior need ego boost need someone look upon,happy,3
feel intimidated girl acne getting rid pimple,fear,2
feel like karen far greedy pushy demanding front,angry,0
feel branding college way popular back high school,happy,3
admire make feel amazed life,surprise,5
really thought liked feeling actuality hated personality,angry,0
ill feel let thing empty space,sad,4
ive really laid back bohemian feeling style thought item would perfect beachy california trip,happy,3
ive feeling little frantic recently summer together flying quickly,fear,2
feel isolated since started working,sad,4
trying think anywhere else ive made feel awful awful awful,sad,4
remember feeling amazed little person child new brother,surprise,5
feel like haiku pleasant note end,happy,3
feeling strange frankly bad sad,fear,2
feel sooo bitchy made devin,angry,0
remember feel especially impressed start fresh new remove clutter,surprise,5
think there nothing inherently wrong feeling homesick,sad,4
feel like people think im selfish gender make sense,angry,0
feel bitchy guess,angry,0
feel utterly content everything previously unknown place rekindled desire see world,happy,3
think two way looking life feel convinced sensible see lease rather gift,happy,3
travel feel like men expect neurotic superficial easy sometimes true,fear,2
feel moderately handsome minute soon go ill look like twat,happy,3
feel michael jackson talented artist since day one collaborative work given artistry ne yo would conducive comeback,happy,3
idea giving vibe feel like pretty dangerous vibe giving willy nilly,angry,0
feel sad see son uhuru persecuted men ill woman martha karua carrying bag,sad,4
allowed feel guilty neglecting work due part want,sad,4
first started feeling confident behind wheel,happy,3
talk essay people feel differently poetry angry sad,angry,0
feel awkward talking book begin,sad,4
feel thrilled feel blessed feel honored light bos,happy,3
feel unfortunate companion differs,sad,4
also feel little selfish get excited hitting friend friend make feel victorious choice,angry,0
still feeling somewhat intimidated guess safe cautious fully aware ok,fear,2
feel completely emotionally exhausted pretty much point cut tie every man know,sad,4
know he upset ryan liked met even thought feeling sincere,happy,3
think think really feel insecure,fear,2
interest relationship person long term end goal mind little spat feel wronged really rather little consequence grand scheme thing,angry,0
arrived anchorage took hour spending time parent eating local favorite joint going stroll parent childhood neighborhood able take big sigh feel relieved,happy,3
feel like appreciative im struggling,happy,3
would liked go wasnt feeling think partly would someone thrilled around right,happy,3
came close packing heading home wondered would home feel le awful,sad,4
mean get nice someone care like relationship great thing feel wonderful im im looking life yet,happy,3
feel belly perfect two butterfly class imagebox href http,happy,3
im little tired writing thing feel like solemn post bit much home school family blog,happy,3
get feeling need feel accepted appreciated,happy,3
wanted say something bad vibe feeling hostile didnt think good night,angry,0
im working right im feeling lot optimistic pattern,happy,3
hurtled first chapter desperate see good came away feeling disappointed,sad,4
sing swim feel like pleasant passing time song,happy,3
feel like people cause pain go life without issue people burdened pain one strong enough deal one become depressed jaded,sad,4
feel capture peaceful serenity relaxing inviting pine lake,happy,3
feel particularly damaged,sad,4
feel unpleasant pressure,sad,4
new jersey first drink consumed post prom party feel appropriately lame,sad,4
know feel suffer pain sorrow loneliness know mom suffering illness,sad,4
get past feeling friend walk life unsure feeling valued important enough,fear,2
feel im irritated,angry,0
lately feeling productive time home happy life general happy child husband,happy,3
often feel like im drowning try come valuable content write engaging post,happy,3
swamp uncaring unfeeling fucked apathetic humanbeings wont pull head ass long enough turn around look say see,angry,0
blush feel guilty asking something costly worldly,sad,4
know advance fine make plan change fall end knowing feeling restless angsty,fear,2
feel deer supporting mouse parade hope rel bookmark permalink,happy,3
wasnt feeling got board really pleasant,happy,3
feel like useful engine mother watched thomas understand,happy,3
started feel apprehensive,fear,2
stop labor made feel terrible,sad,4
really badly wear anything without causing spasm diarrhea eat mouthful feeling miserable,sad,4
happy past two month give much feel ungrateful admitting think need,sad,4
learned former boyfriend become engaged although glad found wanted,sad,4
feel grounded le fearful,fear,2
would really like able help financially around house make feel much useless cant,sad,4
im feeling pretty smart,happy,3
im feeling pissed,angry,0
ill admit feeling little paranoid wondering many others defriended,fear,2
dont forget embrace dont feel pity feel proud,happy,3
feel helpless hope somehow receiving dose drug help get threw hard time,sad,4
hauled feel dumb got lock key paid man fee wait see frank black amp catholic devil workshop released simultaneously black letter day initially felt better two,sad,4
feel like im selfish,angry,0
im feeling optimistic find wanting ride,happy,3
feel totally confident could get job google,happy,3
wish thing feel strange place,fear,2
go school feeling miserable end laughing reason weird,sad,4
dont want make bad impression new co worker job lab simply feel insecure agitated time,fear,2
stop thinking feel paranoid like judging know probably feel way,fear,2
feel deeply disappointed,sad,4
feeling irritated supposed guy wasting valuable time talking lady,angry,0
feel like almost vital find answer href http quilting,happy,3
want feel angry right feel way,angry,0
feel bit shaken though,fear,2
feel vulnerable touch heart making choice better family le worried pleasing everyone else,fear,2
would feel better,happy,3
feel overly blessed life,happy,3
im looking picture feeling creative tingle blood make feel like home,happy,3
feel like snob bit skeptical start idea kenny werner neither thomas musician gave book,fear,2
guess meant assume photo word way convey really feel unless feel khi bi au th bi th ng ng b au rephrase bit gloomy context unless hurt never sympathy hurt one,sad,4
feel like proud new mom picture taking heidi,happy,3
havent felt like posting long time feel sociable,happy,3
feel incredibly slacking mr greedy gut still desperate search unspoilt base career ladder,angry,0
feel bad lot people know watching documentary people drug trying fill void something hurt past trying fill drug make feel temporary happiness,sad,4
feel think determined href http usarious,happy,3
feel remorseful leaving food behind make effort eat least half stuffing fruit parlor eating hamburger steak,sad,4
feel surprised looked new,surprise,5
wanted woman feel envious figure say oooh youd never guess youd baby,angry,0
woke feeling ok weird feeling run today,happy,3
im feeling anxious im really trying project exact opposite,fear,2
feel cold mostly arm torso,angry,0
feel drained looking date real last entry,sad,4
feeling shall go mad,angry,0
found people raising issue yet come across official addressing feeling helpless,fear,2
feel rather listless dull today slightly head achy good chance blahness throughout day,sad,4
luckily think anyone know time help feeling bit shaken,fear,2
feeling emotional something positive otherwise,sad,4
feel petrified future,fear,2
im car roommate family feel like im rude call dad dad give direction keep asking need bring,angry,0
feel fantastic refreshed rejuvenated woken restful hour nap,happy,3
fared pretty well feeling quite pleased journey went well,happy,3
went crazy non stop dancing rouge live band good feeling troubled wanted dance problem away,sad,4
didnt like former fob felt joy received telegram offering new one though better waiting,happy,3
could feel tear welling eye felt disappointed lack fitness ability keep annoyance letting get,sad,4
dont want put much pressure feel like could make amazing year ever,surprise,5
always flashback talking feeling burdened appearing radio show alone lee jaeryong jungeuns good morning,sad,4
feel annoyed girl,angry,0
mean feel festive youre wearing great big snow man chest,happy,3
feel completely isolated world thinking one like,sad,4
feeling relatively indecisive hungry walked past barbeque place,fear,2
care care people disability targeted sensationalist medium report well time feel sorrow parent family member community newtown connecticut stunned event today,surprise,5
hard time feeling joyful morning morning gift,happy,3
feel dull worry,sad,4
could quote recent poll showing young american muslim men feel suicide bombing acceptable defense islam apparently thing like dont kill universally shared moral value,happy,3
feel humiliated person phoned,sad,4
put weight leg bent like get car feel dull pain knee,sad,4
im feeling pleased glad people like thaliad want celebrate,happy,3
would feel environmentally friendly sold,happy,3
im feeling hesitant wanting buy another house,fear,2
feel eye hateful eye side glass belong family member beautiful victim,angry,0
feel like lex convinced youre something youre martha said eye getting misty,happy,3
witness feel helpless change take arm heart pen write,sad,4
feel super exciting sensory bombardment,happy,3
really notcied mental clarity like im finally beginning wake year foggy brain feeling lethargic,sad,4
set make copycat version saturday feel pretty successful,happy,3
sit tonight feel anxious,fear,2
feel im miserable try thing,sad,4
move stop staring lady feel good feel bad,happy,3
feel idiotic sifting personal site nerve,sad,4
im starting feel think dont want continue pray anymore making feel hopeless,sad,4
also feeling completely overwhelmed incredibly unappreciated,surprise,5
honest feel little strange company greatness,surprise,5
suppose partly fault forgetting earplug still really frustrating feel like permanently damaged apparent reason,sad,4
feel defeated extremely agitated well frustrated beyond word,sad,4
feel like already read every clever profile seen every picture importantly gone first date every guy okc eharmony match etc,happy,3
normally would call meaningless stupid guess im feeling little bit adventurous,happy,3
feel spiteful toward,angry,0
make someone feel unwelcome rrreeaallyy fast without saying word,sad,4
feeling discouraged disgruntled href http tracifishbowl,sad,4
feel rude ask,angry,0
keep ian really feel shitty wish could date ian,sad,4
continue feel nervous inside long talk sensibly even one time around someone wrong feeling many level clue,fear,2
im going honest feel distraught,fear,2
feel energy divine flame,happy,3
feel thrilled matter day,happy,3
feel disturbed world saw camera eye,sad,4
like watch people horrible thing outraged feel superior,happy,3
feel little awkward im going share poem,sad,4
feel hated parent,angry,0
im feeling groggy bad skin day,sad,4
never feel bad spending money people spend,sad,4
would spend hour prepping meeting supervisor feeling convinced nailed,happy,3
im sick dependent even partially someone make feel unwelcome,sad,4
still feel jealous friend mom talk politely,angry,0
shook walked expansive beijing capital international airport feeling utterly un amused prospect international transfer china,happy,3
terrified revelation feeling would drive away though reassured,happy,3
know gut feeling really bothered said,angry,0
feel glad,happy,3
im place right feel safe peaceful,happy,3
feel dangerous people dismissing disconnect considering trial equal physical hardship revered pioneer,angry,0
agree look gorgeous feel amazing worn town one time new year eve,happy,3
surmise made sick one many time take sitcom run come around feeling dissatisfied stationary life without much forward motion,angry,0
feel acceptable solution replace brush rightful mac predecessor,happy,3
feel like rude,angry,0
feel like life become rather dull lack excitement feel next year different,sad,4
bought world told would fill emptiness leave lonely feeling confused emotional baggage physical consequence never expected,fear,2
think im allowing feel way im heartbroken,sad,4
wanted write feel purged repressed feeling,sad,4
got nervous feeling timid shy talking like weve known whole life,fear,2
feel hadnt appeared nowhere distracted would noticed light change none would happened,angry,0
ive realized last month generally tend feel tremendously dissatisfied sex,angry,0
feel rather pissed,angry,0
tied thought class life cant perform feel ashamed afraid,sad,4
feeling ok would fun drive dunstable stand field hour watching people try drive preposterous motor grass slope thats trialling,happy,3
mean beginning mark end one best month year im left feeling exhausted,sad,4
feel carefree never think crap going life,happy,3
feel everyone entitiled opinion opinion respected,happy,3
got contact lens day trying get used feel like face look really weird without glass strange see distance,surprise,5
feel like doomed spend rest life customer service,sad,4
find cant much used without feeling exhausted,sad,4
feel optimistic everything moment,happy,3
said im page book feel tortured really feel pain character,fear,2
well feeling bit cabin fever unwisely convinced spooky take matin e screening scott stewart legion,happy,3
like pray decade whenever im feeling stressed scared,angry,0
waking nearly enough sleep feeling dazed,surprise,5
im referring comment pattern right feeling divine really since probably born set dpns hand,happy,3
kept thinking awesome would feel afterwards remembering amazing felt emotional spin class previous night,surprise,5
feel vicious sleepy,angry,0
feel like as saying since sweet sister gone quite possibly worst year life time,happy,3
feel damaged witnessing,sad,4
say feel like im hated,angry,0
happily married man show wedding ring swear hitting feel sweet energy like know dont know right,happy,3
done couple year feel like place hated wish could,angry,0
hope feeling festive keeping warm,happy,3
never want rude even feel someone rude even want feel like need like crush offender thoroughly left tear front everyone sensitive,angry,0
feel repressed emotion surfacing im glad solace seek writing,sad,4
feel stupid diamond richie mix,sad,4
love taylor swift many inspiring song song always represent feel damn gorgeous nice fan,happy,3
pretty tired feeling little homesick mood mingle,sad,4
im great complaining modern society geared toward making people feel inadequate,sad,4
still feeling pretty lousy allergy induced stupor last night really feeling wildstar interacting human being,sad,4
feel even bothered bothered boy probably even thinking,angry,0
hate selfish got ta admit feel depressed,sad,4
truly empathize feeling failure discontent would challenge focus energy order gear next cycle,sad,4
feel comfortable trying say,happy,3
im turned easy yummy made feel clever able make sandwich soup leftover like mum,happy,3
awesome workout feeling amazing,happy,3
even think type person could feel homesick,sad,4
grabbed collar pulled passionate tonguey kiss feeling long member slide waiting as cheek pulsed frantic bud clit,fear,2
knew feeling ignored,sad,4
feel place posting since feel hesitant join aa full force could use insight people inside,fear,2
feel isolated stay home mum shona story note athe negative feel isolated stay home mum,sad,4
diabetes clinical depression put right record abstinence alcohol eight year feel calm listened specialist,happy,3
really feel cute wear,happy,3
feel neglectful lot responding comment,sad,4
feeling pretty sad look like wont able plant tomato garden year,sad,4
im sitting couch thinking miserable feel indulging much delicious food,happy,3
feel idiotic letting call u best friend,sad,4
feel much alarmed prospect seeing general jackson president,fear,2
either feel like crap day try make rest day exhausted,sad,4
feeling thankful relieved,happy,3
feeling quite anxious,fear,2
feel really shy feeling talked felt happened trip really nervous appreciate effort say way,fear,2
feel slightly weepy milestone lot happy,sad,4
seem remember feeling contented,happy,3
ive basically cold calling company little success ive feeling depressed getting discouraged,sad,4
fucking sick funny head feel like going explode sinus aching stomach feeling sloshy im sure thats good,sad,4
ive resting feeling generally unpleasant queasy frustrating background way dont feel right cant place exact cause,sad,4
feeling jealous remind story keep path better living,angry,0
feel honoured allowed write story,happy,3
achieved deepening realization need plan ahead feel satisfied avoid making silly food choice,happy,3
ive as handed murt im starting feel fucked little,angry,0
feel extremely discontent right,sad,4
realized total idiot forgot clarinet choir making feel even idiotic stupid already,sad,4
ive feeling homesick several month probably since christmas,sad,4
stropped bit feeling grumpy missing,angry,0
never happy thing feel ungrateful,sad,4
wan na know feel pretty every guy love,happy,3
feel completely inadequate unable express word,sad,4
like shirt achieve instill sense making customer feel valued person comment sincere,happy,3
disinterested read leave feeling inadequate,sad,4
kept staring quivering flower feeling like violent flower time lapse photography flower shivering vigorous growth accelerated flickering sun racing sky heralding end relationship even started,angry,0
feel devastated young man,sad,4
thought lot weekend watched fault star two kid cancer made feel really weird anxious,surprise,5
really feel beaten u breastfeed,sad,4
feeling fairly contented,happy,3
guess sometimes arent aware true feeling playful kiss expose,happy,3
ive long road initially feeling like rude turning food made brought sometimes eating stuff gluten free looked delicious even maybe wasnt felt good eating really mediocre wedding cake example,angry,0
sitting typing wondering belong feeling distracted feeling comfortable feeling misunderstood hurt,angry,0
feel burdened expectation,sad,4
still feeling weird day,fear,2
im feeling indecisive,fear,2
probably saddled guilt feeling like thing instead pissing highly unimportant thing,sad,4
feel bad calling mere book story six individual story nestled together,sad,4
also given several shiny present friend really rather cool actually prefer late birthday present early one extends period feeling beloved significant segment sundry unexpected,happy,3
might able recreate feeling get back cold fog awaits tomorrow night,angry,0
spend energy making world live better place everything power kick people feel superior others dont challenge,happy,3
feel faithful point,happy,3
feel reminder im taking care something precious need treat better,happy,3
battling desire move away wanting rude seriously feeling disturbed nearness,sad,4
feel like despised,angry,0
feel like gaining strength quickly could probably start ease back running pretty much scared silly,fear,2
think lunch sound datey coffee feel casual,happy,3
feeling little overwhelmed ive given amazing tool met wonderfully creative fun crazy people reminded voice silent long,surprise,5
would taken something feel weird going foreign country taking picture place thing people probably consider commonplace,fear,2
gave honest opinion revis told reporter jet locker room adding feel people let slide say smart remark certain thing,happy,3
feeling im going get unpleasant comment anyway,sad,4
always dance contest went great feeling everybody watch know entertained,happy,3
feel weight single dom pulling like dangerous rip tide relentlessly surrounding every inch body,angry,0
feel fucked,angry,0
woke morning feeling alittle disappointed logged onto href http calvaryccv,sad,4
feel rather stressed preparation prom night,angry,0
feel anger love failure totally dont get mothering friend grief loss captivity wonder awe ignored,sad,4
even sure formulate thought since put feeling slightly overwhelmed,fear,2
look normal even feel terrible really hard hear someone say oh look good,sad,4
feel suffering reflects fraction suffering,sad,4
help feel troubled,sad,4
mightily nervous given crashed burned point last time still remember feeling shocked hard found x second run,surprise,5
wasnt sure company would hiring time year feeling hopeful,happy,3
remember child feeling totally scandalized outraged found girl didnt play nfl,angry,0
im feeling fantastic havent actually taken time rest,happy,3
read people post moment feel id give left fingernail left fingernail precious one polish perfectly,happy,3
feel angry im happy,angry,0
feel like witnessing birth really amazing dm,happy,3
feel like kind melancholy post talk anti love fear,sad,4
death grandmother,sad,4
seem feeling little le anxious week sure wish could check every week doctor instead scheduled,fear,2
